parcel,year,transect,species,hits,Lifeform,Lifecycle
LAW119,2025,13a,IVAX,0,Herb,Perennial
LAW119,2025,13a,JUBA,0,Grass,Perennial
LAW119,2025,13a,JUME4,0,Grass,Perennial
LAW119,2025,13a,LELA2,0,Herb,Perennial
LAW119,2025,13a,MEAL2,0,Herb,Annual
LAW119,2025,13a,MUAS,0,Grass,Perennial
LAW119,2025,13a,POFR2,0,Tree,Perennial
LAW119,2025,13a,SAEX,0,Shrub,Perennial
LAW119,2025,13a,SATR12,0,Herb,Annual
LAW119,2025,13a,SAVE4,0,Shrub,Perennial
LAW119,2025,13a,SPAI,0,Grass,Perennial
LAW119,2025,13a,TARA,0,Shrub,Perennial
LAW119,2025,14a,ASFA,0,Herb,Perennial
LAW119,2025,14a,ATTO,11,Shrub,Perennial
LAW119,2025,14a,BAHY,0,Herb,Annual
LAW119,2025,14a,CYDA,0,Grass,Perennial
LAW119,2025,14a,DISP,5,Grass,Perennial
LAW119,2025,14a,ELTR3,0,Grass,Perennial
LAW119,2025,14a,ERNA10,2,Shrub,Perennial
LAW119,2025,14a,IVAX,0,Herb,Perennial
LAW119,2025,14a,JUBA,1,Grass,Perennial
LAW119,2025,14a,JUME4,0,Grass,Perennial
LAW119,2025,14a,LELA2,0,Herb,Perennial
LAW119,2025,14a,MEAL2,0,Herb,Annual
LAW119,2025,14a,MUAS,0,Grass,Perennial
LAW119,2025,14a,POFR2,0,Tree,Perennial
LAW119,2025,14a,SAEX,0,Shrub,Perennial
LAW119,2025,14a,SATR12,0,Herb,Annual
LAW119,2025,14a,SAVE4,0,Shrub,Perennial
LAW119,2025,14a,SPAI,50,Grass,Perennial
LAW119,2025,14a,TARA,0,Shrub,Perennial
LAW119,2025,15a,ASFA,0,Herb,Perennial
LAW119,2025,15a,ATTO,1,Shrub,Perennial
LAW119,2025,15a,BAHY,0,Herb,Annual
LAW119,2025,15a,CYDA,0,Grass,Perennial
LAW119,2025,15a,DISP,5,Grass,Perennial
LAW119,2025,15a,ELTR3,0,Grass,Perennial
LAW119,2025,15a,ERNA10,3,Shrub,Perennial
LAW119,2025,15a,IVAX,0,Herb,Perennial
LAW119,2025,15a,JUBA,1,Grass,Perennial
LAW119,2025,15a,JUME4,0,Grass,Perennial
LAW119,2025,15a,LELA2,0,Herb,Perennial
LAW119,2025,15a,MEAL2,0,Herb,Annual
LAW119,2025,15a,MUAS,0,Grass,Perennial
LAW119,2025,15a,POFR2,0,Tree,Perennial
LAW119,2025,15a,SAEX,0,Shrub,Perennial
LAW119,2025,15a,SATR12,0,Herb,Annual
LAW119,2025,15a,SAVE4,0,Shrub,Perennial
LAW119,2025,15a,SPAI,50,Grass,Perennial
LAW119,2025,15a,TARA,0,Shrub,Perennial
LAW119,2025,1a,ASFA,0,Herb,Perennial
LAW119,2025,1a,ATTO,0,Shrub,Perennial
LAW119,2025,1a,BAHY,0,Herb,Annual
LAW119,2025,1a,CYDA,0,Grass,Perennial
LAW119,2025,1a,DISP,0,Grass,Perennial
LAW119,2025,1a,ELTR3,0,Grass,Perennial
LAW119,2025,1a,ERNA10,15,Shrub,Perennial
LAW119,2025,1a,IVAX,0,Herb,Perennial
LAW119,2025,1a,JUBA,0,Grass,Perennial
LAW119,2025,1a,JUME4,0,Grass,Perennial
LAW119,2025,1a,LELA2,0,Herb,Perennial
LAW119,2025,1a,MEAL2,0,Herb,Annual
LAW119,2025,1a,MUAS,0,Grass,Perennial
LAW119,2025,1a,POFR2,0,Tree,Perennial
LAW119,2025,1a,SAEX,0,Shrub,Perennial
LAW119,2025,1a,SATR12,0,Herb,Annual
LAW119,2025,1a,SAVE4,0,Shrub,Perennial
LAW119,2025,1a,SPAI,0,Grass,Perennial
LAW119,2025,1a,TARA,0,Shrub,Perennial
LAW119,2025,2a,ASFA,0,Herb,Perennial
LAW119,2025,2a,ATTO,0,Shrub,Perennial
LAW119,2025,2a,BAHY,0,Herb,Annual
LAW119,2025,2a,CYDA,2,Grass,Perennial
LAW119,2025,2a,DISP,20,Grass,Perennial
LAW119,2025,2a,ELTR3,0,Grass,Perennial
LAW119,2025,2a,ERNA10,13,Shrub,Perennial
LAW119,2025,2a,IVAX,3,Herb,Perennial
LAW119,2025,2a,JUBA,3,Grass,Perennial
LAW119,2025,2a,JUME4,0,Grass,Perennial
LAW119,2025,2a,LELA2,0,Herb,Perennial
LAW119,2025,2a,MEAL2,0,Herb,Annual
LAW119,2025,2a,MUAS,2,Grass,Perennial
LAW119,2025,2a,POFR2,10,Tree,Perennial
LAW119,2025,2a,SAEX,0,Shrub,Perennial
LAW119,2025,2a,SATR12,0,Herb,Annual
LAW119,2025,2a,SAVE4,0,Shrub,Perennial
LAW119,2025,2a,SPAI,0,Grass,Perennial
LAW119,2025,2a,TARA,0,Shrub,Perennial
LAW119,2025,3a,ASFA,0,Herb,Perennial
LAW119,2025,3a,ATTO,0,Shrub,Perennial
LAW119,2025,3a,BAHY,0,Herb,Annual
LAW119,2025,3a,CYDA,2,Grass,Perennial
LAW119,2025,3a,DISP,20,Grass,Perennial
LAW119,2025,3a,ELTR3,0,Grass,Perennial
LAW119,2025,3a,ERNA10,0,Shrub,Perennial
LAW119,2025,3a,IVAX,3,Herb,Perennial
LAW119,2025,3a,JUBA,3,Grass,Perennial
LAW119,2025,3a,JUME4,0,Grass,Perennial
LAW119,2025,3a,LELA2,0,Herb,Perennial
LAW119,2025,3a,MEAL2,0,Herb,Annual
LAW119,2025,3a,MUAS,2,Grass,Perennial
LAW119,2025,3a,POFR2,16,Tree,Perennial
LAW119,2025,3a,SAEX,0,Shrub,Perennial
LAW119,2025,3a,SATR12,0,Herb,Annual
LAW119,2025,3a,SAVE4,0,Shrub,Perennial
LAW119,2025,3a,SPAI,0,Grass,Perennial
LAW119,2025,3a,TARA,0,Shrub,Perennial
LAW119,2025,4a,ASFA,1,Herb,Perennial
LAW119,2025,4a,ATTO,2,Shrub,Perennial
LAW119,2025,4a,BAHY,1,Herb,Annual
LAW119,2025,4a,CYDA,0,Grass,Perennial
LAW119,2025,4a,DISP,29,Grass,Perennial
LAW119,2025,4a,ELTR3,0,Grass,Perennial
LAW119,2025,4a,ERNA10,2,Shrub,Perennial
LAW119,2025,4a,IVAX,0,Herb,Perennial
LAW119,2025,4a,JUBA,6,Grass,Perennial
LAW119,2025,4a,JUME4,0,Grass,Perennial
LAW119,2025,4a,LELA2,0,Herb,Perennial
LAW119,2025,4a,MEAL2,0,Herb,Annual
LAW119,2025,4a,MUAS,0,Grass,Perennial
LAW119,2025,4a,POFR2,6,Tree,Perennial
LAW119,2025,4a,SAEX,0,Shrub,Perennial
LAW119,2025,4a,SATR12,0,Herb,Annual
LAW119,2025,4a,SAVE4,0,Shrub,Perennial
LAW119,2025,4a,SPAI,1,Grass,Perennial
LAW119,2025,4a,TARA,1,Shrub,Perennial
LAW119,2025,5a,ASFA,1,Herb,Perennial
LAW119,2025,5a,ATTO,2,Shrub,Perennial
LAW119,2025,5a,BAHY,1,Herb,Annual
LAW119,2025,5a,CYDA,0,Grass,Perennial
LAW119,2025,5a,DISP,29,Grass,Perennial
LAW119,2025,5a,ELTR3,0,Grass,Perennial
LAW119,2025,5a,ERNA10,2,Shrub,Perennial
LAW119,2025,5a,IVAX,0,Herb,Perennial
LAW119,2025,5a,JUBA,6,Grass,Perennial
LAW119,2025,5a,JUME4,0,Grass,Perennial
LAW119,2025,5a,LELA2,0,Herb,Perennial
LAW119,2025,5a,MEAL2,0,Herb,Annual
LAW119,2025,5a,MUAS,0,Grass,Perennial
LAW119,2025,5a,POFR2,0,Tree,Perennial
LAW119,2025,5a,SAEX,0,Shrub,Perennial
LAW119,2025,5a,SATR12,0,Herb,Annual
LAW119,2025,5a,SAVE4,0,Shrub,Perennial
LAW119,2025,5a,SPAI,1,Grass,Perennial
LAW119,2025,5a,TARA,1,Shrub,Perennial
LAW119,2025,6d,ASFA,0,Herb,Perennial
LAW119,2025,6d,ATTO,11,Shrub,Perennial
LAW119,2025,6d,BAHY,1,Herb,Annual
LAW119,2025,6d,CYDA,0,Grass,Perennial
LAW119,2025,6d,DISP,5,Grass,Perennial
LAW119,2025,6d,ELTR3,1,Grass,Perennial
LAW119,2025,6d,ERNA10,2,Shrub,Perennial
LAW119,2025,6d,IVAX,0,Herb,Perennial
LAW119,2025,6d,JUBA,0,Grass,Perennial
LAW119,2025,6d,JUME4,0,Grass,Perennial
LAW119,2025,6d,LELA2,0,Herb,Perennial
LAW119,2025,6d,MEAL2,0,Herb,Annual
LAW119,2025,6d,MUAS,0,Grass,Perennial
LAW119,2025,6d,POFR2,1,Tree,Perennial
LAW119,2025,6d,SAEX,0,Shrub,Perennial
LAW119,2025,6d,SATR12,0,Herb,Annual
LAW119,2025,6d,SAVE4,0,Shrub,Perennial
LAW119,2025,6d,SPAI,0,Grass,Perennial
LAW119,2025,6d,TARA,0,Shrub,Perennial
LAW119,2025,7d,ASFA,0,Herb,Perennial
LAW119,2025,7d,ATTO,20,Shrub,Perennial
LAW119,2025,7d,BAHY,1,Herb,Annual
LAW119,2025,7d,CYDA,0,Grass,Perennial
LAW119,2025,7d,DISP,5,Grass,Perennial
LAW119,2025,7d,ELTR3,1,Grass,Perennial
LAW119,2025,7d,ERNA10,3,Shrub,Perennial
LAW119,2025,7d,IVAX,0,Herb,Perennial
LAW119,2025,7d,JUBA,0,Grass,Perennial
LAW119,2025,7d,JUME4,0,Grass,Perennial
LAW119,2025,7d,LELA2,0,Herb,Perennial
LAW119,2025,7d,MEAL2,0,Herb,Annual
LAW119,2025,7d,MUAS,0,Grass,Perennial
LAW119,2025,7d,POFR2,1,Tree,Perennial
LAW119,2025,7d,SAEX,0,Shrub,Perennial
LAW119,2025,7d,SATR12,0,Herb,Annual
LAW119,2025,7d,SAVE4,0,Shrub,Perennial
LAW119,2025,7d,SPAI,0,Grass,Perennial
LAW119,2025,7d,TARA,0,Shrub,Perennial
LAW119,2025,8a,ASFA,0,Herb,Perennial
LAW119,2025,8a,ATTO,9,Shrub,Perennial
LAW119,2025,8a,BAHY,0,Herb,Annual
LAW119,2025,8a,CYDA,0,Grass,Perennial
LAW119,2025,8a,DISP,0,Grass,Perennial
LAW119,2025,8a,ELTR3,0,Grass,Perennial
LAW119,2025,8a,ERNA10,26,Shrub,Perennial
LAW119,2025,8a,IVAX,0,Herb,Perennial
LAW119,2025,8a,JUBA,0,Grass,Perennial
LAW119,2025,8a,JUME4,0,Grass,Perennial
LAW119,2025,8a,LELA2,0,Herb,Perennial
LAW119,2025,8a,MEAL2,0,Herb,Annual
LAW119,2025,8a,MUAS,0,Grass,Perennial
LAW119,2025,8a,POFR2,0,Tree,Perennial
LAW119,2025,8a,SAEX,0,Shrub,Perennial
LAW119,2025,8a,SATR12,0,Herb,Annual
LAW119,2025,8a,SAVE4,0,Shrub,Perennial
LAW119,2025,8a,SPAI,3,Grass,Perennial
LAW119,2025,8a,TARA,0,Shrub,Perennial
LAW119,2025,9a,ASFA,0,Herb,Perennial
LAW119,2025,9a,ATTO,1,Shrub,Perennial
LAW119,2025,9a,BAHY,0,Herb,Annual
LAW119,2025,9a,CYDA,0,Grass,Perennial
LAW119,2025,9a,DISP,0,Grass,Perennial
LAW119,2025,9a,ELTR3,0,Grass,Perennial
LAW119,2025,9a,ERNA10,41,Shrub,Perennial
LAW119,2025,9a,IVAX,0,Herb,Perennial
LAW119,2025,9a,JUBA,0,Grass,Perennial
LAW119,2025,9a,JUME4,0,Grass,Perennial
LAW119,2025,9a,LELA2,0,Herb,Perennial
LAW119,2025,9a,MEAL2,0,Herb,Annual
LAW119,2025,9a,MUAS,0,Grass,Perennial
LAW119,2025,9a,POFR2,0,Tree,Perennial
LAW119,2025,9a,SAEX,0,Shrub,Perennial
LAW119,2025,9a,SATR12,0,Herb,Annual
LAW119,2025,9a,SAVE4,0,Shrub,Perennial
LAW119,2025,9a,SPAI,3,Grass,Perennial
LAW119,2025,9a,TARA,0,Shrub,Perennial
LAW130,2024,1,ATPO,6,Shrub,Perennial
LAW130,2024,10b,ATPO,15,Shrub,Perennial
LAW130,2024,2,ATPO,5,Shrub,Perennial
LAW130,2024,2,PSARM,4,Shrub,Perennial
LAW130,2024,3,KRLA2,1,Shrub,Perennial
LAW130,2024,3,PSARM,9,Shrub,Perennial
LAW130,2024,4,ATPO,13,Shrub,Perennial
LAW130,2024,5,ATPO,7,Shrub,Perennial
LAW130,2024,6,ATPO,9,Shrub,Perennial
LAW130,2024,7,ATPO,19,Shrub,Perennial
LAW130,2024,8,ATPO,12,Shrub,Perennial
LAW130,2024,9,ATPO,9,Shrub,Perennial
LAW130,2025,1,ATPO,11,Shrub,Perennial
LAW130,2025,10,ATPO,15,Shrub,Perennial
LAW130,2025,10,LYAN,2,Shrub,Perennial
LAW130,2025,2,ATPO,7,Shrub,Perennial
LAW130,2025,2,PSARM,2,Shrub,Perennial
LAW130,2025,2,SATR12,1,Herb,Annual
LAW130,2025,3,ATPO,11,Shrub,Perennial
LAW130,2025,3,PSARM,1,Shrub,Perennial
LAW130,2025,4,ATPO,20,Shrub,Perennial
LAW130,2025,5,ATPO,14,Shrub,Perennial
LAW130,2025,6,ATPO,14,Shrub,Perennial
LAW130,2025,6,PSARM,5,Shrub,Perennial
LAW130,2025,7,ATPO,7,Shrub,Perennial
LAW130,2025,8,ATPO,16,Shrub,Perennial
LAW130,2025,9,ATPO,20,Shrub,Perennial
LAW134,2024,1,ATCO,6,Shrub,Perennial
LAW134,2024,1,HYSAS,1,NA,NA
LAW134,2024,1,PSARM,3,Shrub,Perennial
LAW134,2024,10,ATCO,3,Shrub,Perennial
LAW134,2024,11,ATCO,3,Shrub,Perennial
LAW134,2024,11,ATPO,3,Shrub,Perennial
LAW134,2024,12,ATPO,14,Shrub,Perennial
LAW134,2024,13,ATCO,7,Shrub,Perennial
LAW134,2024,13,ATPO,5,Shrub,Perennial
LAW134,2024,13,PSARM,2,Shrub,Perennial
LAW134,2024,14,ATCO,1,Shrub,Perennial
LAW134,2024,14,ATPO,23,Shrub,Perennial
LAW134,2024,15,ATPO,34,Shrub,Perennial
LAW134,2024,16,ATPO,31,Shrub,Perennial
LAW134,2024,17,ATPO,11,Shrub,Perennial
LAW134,2024,18,ATCO,3,Shrub,Perennial
LAW134,2024,18,ATPO,17,Shrub,Perennial
LAW134,2024,18,PSARM,1,Shrub,Perennial
LAW134,2024,19,ATCO,5,Shrub,Perennial
LAW134,2024,19,ATPO,7,Shrub,Perennial
LAW134,2024,2,PSARM,3,Shrub,Perennial
LAW134,2024,20,ATCO,1,Shrub,Perennial
LAW134,2024,20,ATPO,1,Shrub,Perennial
LAW134,2024,20,PSARM,2,Shrub,Perennial
LAW134,2024,3,ATPO,29,Shrub,Perennial
LAW134,2024,4,ATCO,3,Shrub,Perennial
LAW134,2024,4,ATPO,5,Shrub,Perennial
LAW134,2024,4,HYSAS,1,NA,NA
LAW134,2024,4,PSARM,5,Shrub,Perennial
LAW134,2024,5,ATCO,3,Shrub,Perennial
LAW134,2024,5,ATPO,4,Shrub,Perennial
LAW134,2024,5,PSARM,1,Shrub,Perennial
LAW134,2024,6,ATCO,1,Shrub,Perennial
LAW134,2024,6,ATPO,1,Shrub,Perennial
LAW134,2024,6,PSARM,10,Shrub,Perennial
LAW134,2024,7c,ATCO,3,Shrub,Perennial
LAW134,2024,7c,PSARM,3,Shrub,Perennial
LAW134,2024,8,ATCO,1,Shrub,Perennial
LAW134,2024,8,ATPO,2,Shrub,Perennial
LAW134,2024,9,ATCO,1,Shrub,Perennial
LAW134,2024,9,ATPO,8,Shrub,Perennial
LAW134,2025,1,ATCO,5,Shrub,Perennial
LAW134,2025,1,ATPO,14,Shrub,Perennial
LAW134,2025,10,ATCO,16,Shrub,Perennial
LAW134,2025,10,ATPO,3,Shrub,Perennial
LAW134,2025,10,ERIN4,1,Herb,Annual/Perennial
LAW134,2025,10,MESP2,1,Shrub,Perennial
LAW134,2025,10,PSARM,2,Shrub,Perennial
LAW134,2025,11,ATCO,7,Shrub,Perennial
LAW134,2025,11,PSARM,8,Shrub,Perennial
LAW134,2025,12,ATCO,9,Shrub,Perennial
LAW134,2025,12,LYAN,3,Shrub,Perennial
LAW134,2025,12,PSARM,4,Shrub,Perennial
LAW134,2025,13,ATCO,3,Shrub,Perennial
LAW134,2025,13,ATPO,23,Shrub,Perennial
LAW134,2025,14,ATPO,3,Shrub,Perennial
LAW134,2025,14,ERIN4,2,Herb,Annual/Perennial
LAW134,2025,14,LYAN,2,Shrub,Perennial
LAW134,2025,15,ATCO,3,Shrub,Perennial
LAW134,2025,15,ATPO,2,Shrub,Perennial
LAW134,2025,15,LYAN,4,Shrub,Perennial
LAW134,2025,16,ATCO,4,Shrub,Perennial
LAW134,2025,16,PSARM,10,Shrub,Perennial
LAW134,2025,17,ATCO,3,Shrub,Perennial
LAW134,2025,17,ATPO,9,Shrub,Perennial
LAW134,2025,17,GRSP,1,Shrub,Perennial
LAW134,2025,18,ATCO,4,Shrub,Perennial
LAW134,2025,18,ERIN4,1,Herb,Annual/Perennial
LAW134,2025,18,LYAN,5,Shrub,Perennial
LAW134,2025,18,STPA4,1,Herb_Shrub,Perennial
LAW134,2025,18,XYTO2,3,Shrub,Perennial
LAW134,2025,19,ATCO,2,Shrub,Perennial
LAW134,2025,19,ERIN4,2,Herb,Annual/Perennial
LAW134,2025,19,LYAN,2,Shrub,Perennial
LAW134,2025,19,PSARM,1,Shrub,Perennial
LAW134,2025,2,ATPO,11,Shrub,Perennial
LAW134,2025,2,LYAN,2,Shrub,Perennial
LAW134,2025,20,ATCO,3,Shrub,Perennial
LAW134,2025,20,ATPO,3,Shrub,Perennial
LAW134,2025,20,PSARM,6,Shrub,Perennial
LAW134,2025,3,AMDU2,9,Shrub,Perennial
LAW134,2025,3,ATCO,4,Shrub,Perennial
LAW134,2025,3,LYAN,1,Shrub,Perennial
LAW134,2025,3,MESP2,2,Shrub,Perennial
LAW134,2025,3,XYTO2,1,Shrub,Perennial
LAW134,2025,4,ATCO,5,Shrub,Perennial
LAW134,2025,4,ATPO,12,Shrub,Perennial
LAW134,2025,4,LYAN,2,Shrub,Perennial
LAW134,2025,5,ATPO,14,Shrub,Perennial
LAW134,2025,5,LYAN,5,Shrub,Perennial
LAW134,2025,5,XYTO,1,NA,NA
LAW134,2025,6,ATCO,1,Shrub,Perennial
LAW134,2025,6,ATPO,16,Shrub,Perennial
LAW134,2025,6,LYAN,1,Shrub,Perennial
LAW134,2025,7,ATPO,24,Shrub,Perennial
LAW134,2025,7,GRSP,2,Shrub,Perennial
LAW134,2025,7,PSARM,1,Shrub,Perennial
LAW134,2025,8,ATPO,20,Shrub,Perennial
LAW134,2025,9,ATCO,7,Shrub,Perennial
LAW134,2025,9,ATPO,22,Shrub,Perennial
PLC202,2023,1,ARSP,1,Herb,Perennial
PLC202,2023,1,ATCO,4,Shrub,Perennial
PLC202,2023,1,EPNE,1,Shrub,Perennial
PLC202,2023,1,ERNA10,6,Shrub,Perennial
PLC202,2023,1,PSARM,7,Shrub,Perennial
PLC202,2023,1,SATR12,2,Herb,Annual
PLC202,2023,1,TEGL,1,Shrub,Perennial
PLC202,2023,10,ARTR2,26,Shrub,Perennial
PLC202,2023,10,ATTO,1,Shrub,Perennial
PLC202,2023,11,ATCO,1,Shrub,Perennial
PLC202,2023,11,CALI4,1,Herb,Perennial
PLC202,2023,11,EPNE,10,Shrub,Perennial
PLC202,2023,11,ERIOG,1,Herb_Shrub,Annual/Perennial
PLC202,2023,11,KRLA2,1,Shrub,Perennial
PLC202,2023,11,PSARM,3,Shrub,Perennial
PLC202,2023,11,TEAX,1,Shrub,Perennial
PLC202,2023,12,ARTR2,1,Shrub,Perennial
PLC202,2023,12,ATTO,13,Shrub,Perennial
PLC202,2023,12,SATR12,1,Herb,Annual
PLC202,2023,12,SPAI,2,Grass,Perennial
PLC202,2023,12,STEPH,2,Herb_Shrub,Perennial
PLC202,2023,2,ATCO,5,Shrub,Perennial
PLC202,2023,2,ATTO,2,Shrub,Perennial
PLC202,2023,2,ERIOG,2,Herb_Shrub,Annual/Perennial
PLC202,2023,2,PSARM,3,Shrub,Perennial
PLC202,2023,2,SPAI,40,Grass,Perennial
PLC202,2023,3,EPNE,4,Shrub,Perennial
PLC202,2023,3,ERNA10,6,Shrub,Perennial
PLC202,2023,3,LYCIU,1,Shrub,Perennial
PLC202,2023,3,PSARM,4,Shrub,Perennial
PLC202,2023,3,TEGL,3,Shrub,Perennial
PLC202,2023,4,ARTR2,9,Shrub,Perennial
PLC202,2023,4,ATCO,6,Shrub,Perennial
PLC202,2023,4,ERNA10,10,Shrub,Perennial
PLC202,2023,5,ATCO,11,Shrub,Perennial
PLC202,2023,5,EPNE,1,Shrub,Perennial
PLC202,2023,5,STEPH,1,Herb_Shrub,Perennial
PLC202,2023,5,TEGL,3,Shrub,Perennial
PLC202,2023,6,ARTR2,12,Shrub,Perennial
PLC202,2023,6,ATCO,1,Shrub,Perennial
PLC202,2023,6,EPNE,3,Shrub,Perennial
PLC202,2023,6,ERNA10,12,Shrub,Perennial
PLC202,2023,7,ARTR2,1,Shrub,Perennial
PLC202,2023,7,ATTO,13,Shrub,Perennial
PLC202,2023,7,ERIOG,9,Herb_Shrub,Annual/Perennial
PLC202,2023,7,ERNA10,1,Shrub,Perennial
PLC202,2023,7,SATR12,2,Herb,Annual
PLC202,2023,7,SPAI,1,Grass,Perennial
PLC202,2023,8,BAHY,6,Herb,Annual
PLC202,2023,8,CEEX,2,Herb,Annual
PLC202,2023,8,DISP,1,Grass,Perennial
PLC202,2023,8,ELEOC,19,Grass,Perennial
PLC202,2023,8,ERNA10,2,Shrub,Perennial
PLC202,2023,8,HEAN3,2,Herb,Annual
PLC202,2023,8,HECU3,2,Herb,Perennial
PLC202,2023,8,IVAX,11,Herb,Perennial
PLC202,2023,9,ARTR2,25,Shrub,Perennial
PLC202,2023,9,ATCO,2,Shrub,Perennial
PLC202,2023,9,ATTO,2,Shrub,Perennial
PLC202,2023,9,SPAI,1,Grass,Perennial
PLC202,2023,9,TEGL,2,Shrub,Perennial
PLC202,2025,1e,ARTRT,0,Shrub,Perennial
PLC202,2025,1e,ATCO,0,Shrub,Perennial
PLC202,2025,1e,EPNE,0,Shrub,Perennial
PLC202,2025,1e,ERDE6,1,Herb,Annual
PLC202,2025,1e,ERNA10,13,Shrub,Perennial
PLC202,2025,1e,PSARM,0,Shrub,Perennial
PLC202,2025,1e,PSPO,0,Shrub,Perennial
PLC202,2025,1e,SATR12,0,Herb,Annual
PLC202,2025,1e,SPAI,1,Grass,Perennial
PLC202,2025,2a,ARTRT,3,Shrub,Perennial
PLC202,2025,2a,ATCO,0,Shrub,Perennial
PLC202,2025,2a,EPNE,0,Shrub,Perennial
PLC202,2025,2a,ERDE6,0,Herb,Annual
PLC202,2025,2a,ERNA10,4,Shrub,Perennial
PLC202,2025,2a,PSARM,1,Shrub,Perennial
PLC202,2025,2a,PSPO,0,Shrub,Perennial
PLC202,2025,2a,SATR12,0,Herb,Annual
PLC202,2025,2a,SPAI,0,Grass,Perennial
PLC202,2025,3a,ARTRT,4,Shrub,Perennial
PLC202,2025,3a,ATCO,0,Shrub,Perennial
PLC202,2025,3a,EPNE,2,Shrub,Perennial
PLC202,2025,3a,ERDE6,0,Herb,Annual
PLC202,2025,3a,ERNA10,2,Shrub,Perennial
PLC202,2025,3a,PSARM,1,Shrub,Perennial
PLC202,2025,3a,PSPO,0,Shrub,Perennial
PLC202,2025,3a,SATR12,0,Herb,Annual
PLC202,2025,3a,SPAI,0,Grass,Perennial
PLC202,2025,4a,ARTRT,1,Shrub,Perennial
PLC202,2025,4a,ATCO,3,Shrub,Perennial
PLC202,2025,4a,EPNE,2,Shrub,Perennial
PLC202,2025,4a,ERDE6,0,Herb,Annual
PLC202,2025,4a,ERNA10,5,Shrub,Perennial
PLC202,2025,4a,PSARM,1,Shrub,Perennial
PLC202,2025,4a,PSPO,0,Shrub,Perennial
PLC202,2025,4a,SATR12,1,Herb,Annual
PLC202,2025,4a,SPAI,0,Grass,Perennial
PLC202,2025,5a,ARTRT,0,Shrub,Perennial
PLC202,2025,5a,ATCO,5,Shrub,Perennial
PLC202,2025,5a,EPNE,0,Shrub,Perennial
PLC202,2025,5a,ERDE6,0,Herb,Annual
PLC202,2025,5a,ERNA10,6,Shrub,Perennial
PLC202,2025,5a,PSARM,2,Shrub,Perennial
PLC202,2025,5a,PSPO,0,Shrub,Perennial
PLC202,2025,5a,SATR12,1,Herb,Annual
PLC202,2025,5a,SPAI,0,Grass,Perennial
PLC219,2022,20,MACA17,1,Shrub,Perennial
PLC219,2022,20,SAVE4,12,Shrub,Perennial
PLC219,2022,21,ARTR2,1,Shrub,Perennial
PLC219,2022,21,ATCO,2,Shrub,Perennial
PLC219,2022,21,SAVE4,6,Shrub,Perennial
PLC219,2022,22,ATCO,3,Shrub,Perennial
PLC219,2022,22,ATPO,2,Shrub,Perennial
PLC219,2022,22,SAVE4,12,Shrub,Perennial
PLC219,2022,23,ATCO,1,Shrub,Perennial
PLC219,2022,23,MACA17,6,Shrub,Perennial
PLC219,2022,23,SAVE4,4,Shrub,Perennial
PLC219,2022,23,SPAI,10,Grass,Perennial
PLC219,2022,27,ATCO,1,Shrub,Perennial
PLC219,2022,27,MACA17,1,Shrub,Perennial
PLC219,2022,27,SAVE4,11,Shrub,Perennial
PLC219,2022,27,SUMO,3,Shrub,Perennial
PLC219,2022,30,ATPO,7,Shrub,Perennial
PLC219,2022,30,ATTO,17,Shrub,Perennial
PLC219,2022,30,ERIOG,1,Herb_Shrub,Annual/Perennial
PLC219,2022,37,ATCO,3,Shrub,Perennial
PLC219,2022,37,SAVE4,13,Shrub,Perennial
PLC219,2022,43,ATCO,2,Shrub,Perennial
PLC219,2022,43,SAVE4,16,Shrub,Perennial
PLC219,2022,43,SUMO,8,Shrub,Perennial
PLC219,2022,44,ATCO,7,Shrub,Perennial
PLC219,2022,44,MACA17,1,Shrub,Perennial
PLC219,2022,44,SAVE4,8,Shrub,Perennial
PLC219,2022,45,ATCO,3,Shrub,Perennial
PLC219,2022,45,MACA17,2,Shrub,Perennial
PLC219,2022,45,SAVE4,10,Shrub,Perennial
PLC219,2022,45,SPAI,3,Grass,Perennial
PLC219,2022,46,ATPO,2,Shrub,Perennial
PLC219,2022,46,ATTO,9,Shrub,Perennial
PLC219,2022,46,ERIOG,1,Herb_Shrub,Annual/Perennial
PLC219,2022,46,SAVE4,1,Shrub,Perennial
PLC219,2022,5,SAVE4,13,Shrub,Perennial
PLC219,2022,52,ATCO,2,Shrub,Perennial
PLC219,2022,52,SAVE4,13,Shrub,Perennial
PLC219,2022,54,ATCO,2,Shrub,Perennial
PLC219,2022,54,SAVE4,6,Shrub,Perennial
PLC219,2022,6,ATCO,2,Shrub,Perennial
PLC219,2022,6,ERNA10,1,Shrub,Perennial
PLC219,2022,6,MACA17,1,Shrub,Perennial
PLC219,2022,6,SAVE4,9,Shrub,Perennial
PLC219,2022,6,SUMO,1,Shrub,Perennial
PLC219,2022,66,ATCO,1,Shrub,Perennial
PLC219,2022,66,SAVE4,13,Shrub,Perennial
PLC219,2022,70,ATTO,2,Shrub,Perennial
PLC219,2022,70,DISP,1,Grass,Perennial
PLC219,2022,70,ERNA10,10,Shrub,Perennial
PLC219,2022,70,MACA17,2,Shrub,Perennial
PLC219,2022,70,SAVE4,9,Shrub,Perennial
PLC219,2022,70,SPAI,4,Grass,Perennial
PLC219,2022,71,ATCO,2,Shrub,Perennial
PLC219,2022,71,SAVE4,13,Shrub,Perennial
PLC219,2022,71,SUMO,1,Shrub,Perennial
PLC219,2022,82,ATCO,4,Shrub,Perennial
