NameChange,SubClass,SuperOrder,alt_order,Order,Family,Code,Species,Genus,Species.1,CommonName,OtherNotes,SourceCode,Phreatophyte,Noxious,Toxic,WeedyInOV,RareOrUncommon,Lifecycle,Veg_Type,USDA0,USDA8,Group,Provenance,Lifeform,Spore/Seed,Gymnosperm/Angio,Monocot/Dicot,tbl_species_veg_type_ID,addition_origin
0,NA,NA,NA,Asterales,Asteraceae,ARTRT,Artemisia tridentata ssp. tridentata,Artemisia,tridentata,"sagebrush, Basin big",NA,"1,2,3,4,5,6,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ASAC3,Astragalus acutirostris,Astragalus,acutirostris,"milkvetch, Keel beak",NA,4,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ASAR4,Astragalus argophyllus,Astragalus,argophyllus,"milkvetch, Silverleaf",NA,4,GW dependent,0,0,0,-1,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ASARA,Astragalus argophyllus var. argophyllus,Astragalus,argophyllus,"milkvetch, Silverleaf",NA,"4,3",GW dependent,0,0,0,-1,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,ASAS5,Aster ascendens,Aster,ascendens,"aster, Long-leaved",Symphyotrichum ascendens,"2,4,7",0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ASCA14,Astragalus casei,Astragalus,casei,"milkvetch, Case's",NA,"2,4",0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Gentianales,Apocynaceae,ASCLE,Asclepias sp.,Asclepias,sp,Milkweed,NA,"1,4,8",GW dependent,0,0,0,0,Perennial,forb,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Gentianales,Apocynaceae,ASER2,Asclepias erosa,Asclepias,erosa,"milkweed, Desert",NA,"2,4,6",0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Gentianales,Apocynaceae,ASFA,Asclepias fascicularis,Asclepias,fascicularis,"milkweed, Narrow-leaf",NA,"2,3,4,7.8",GW dependent,0,-1,0,0,Perennial,forb,FAC,FAC-,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,ASFR,Aster frondosus,Aster,frondosus,"aster, Leafy",Symphyotrichum frondosum,"2,3,7",GW dependent,0,0,0,0,Annual,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ASGE,Astragalus geyeri,Astragalus,geyeri,"milkvetch, Geyer's",NA,2,0,0,0,0,-1,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,ASHE,Aster hesperius,Aster,hesperius,"aster, Siskiyou",Symphyotrichum lanceolatum var. hesperium,"1,3",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,ASIN4,Aster intricatus,Aster,intricatus,"aster, Shrubby alkali",Arida carnosa,"1,2,3,4",GW dependent,0,0,0,0,Perennial,shrub,FACW,OBL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ASIN8,Astragalus inyoensis,Astragalus,inyoensis,"milkvetch, Inyo",NA,2,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,ASLAH2,Aster lanceolatus ssp. hesperius,Aster,lanceolatus,"aster, Siskiyou",Symphyotrichum lanceolatum var. hesperium,"1,6,7",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ASLE8,Astragalus lentiginosus,Astragalus,lentiginosus,"milkvetch, Specklepod",NA,"1,4",0,0,0,0,0,Perennial,forb,NI,NI,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ASLEA,Astragalus lentiginosus var. albifolius,Astragalus,lentiginosus,"milkvetch, White-leaved",NA,"2,7",0,0,0,0,0,Annual/Perennial,forb,NI,NI,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ASLEF2,Astragalus lentiginosus var. fremontii,Astragalus,lentiginosus,"milkvetch, Fremont's",NA,"2,4",0,0,0,0,0,Annual/Perennial,forb,NI,NI,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ASLEP,Astragalus lentiginosus var. piscinensis,Astragalus,lentiginosus,"milkvetch, Fish Slough",NA,4,GW dependent,0,0,0,-1,Annual/Perennial,forb,NI,NI,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ASLEU?,Astragalus lentiginosus var. undescribed,Astragalus,lentiginosus,"milkvetch, Specklepod (undescribed)",NA,5,0,0,0,0,0,Annual/Perennial,forb,NA,NA,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ASLEV,Astragalus lentiginosus var. variabilis,Astragalus,lentiginosus,"milkvetch, Specklepod",NA,2,0,0,0,0,0,Annual/Perennial,forb,NI,NI,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Gentianales,Apocynaceae,ASLI?,Asclepias linarrifolia,Asclepias,linarrifolia,"milkweed, sp. (unknown)",No listing in Jepson or Intermountain Flora,7,0,0,0,0,0,Annual/Perennial,forb,NA,NA,2,Native,NA,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,ASOC,Aster occidentalis,Aster,occidentalis,"aster, Western mountain",Symphyotrichum spathulatum,7,GW dependent,0,0,0,0,Perennial,forb,FAC,FAC,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Arales,Araceae,ASOF,Asparagus officinalis,Asparagus,officinalis,"asparagus, Garden",NA,"1,2,4,6,7,8",GW dependent,0,0,-1,0,Perennial,weed,FACU,FACU,4,Non-native,Herb,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Arales,Araceae,ASPAR,Asparagus sp.,Asparagus,sp,Asparagus,NA,1,GW dependent,0,0,-1,0,Perennial,weed,n/a,n/a,NA,Non-native,Herb,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Fabales,Fabaceae,ASSE3,Astragalus sepultipes,Astragalus,sepultipes,"milkvetch, Lone Pine",NA,2,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Gentianales,Apocynaceae,ASSP,Asclepias speciosa,Asclepias,speciosa,"milkweed, Showy",NA,"2,3,4,5,6,7,8",GW dependent,0,-1,0,0,Perennial,forb,FAC,FACW,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,ASSP3,Aster spinosus,Aster,spinosus,"chloracantha, Spiny",Chloracantha spinosa var. spinosa,2,GW dependent,0,0,0,0,Perennial,shrub,FACW,FAC,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ASTER,Aster sp.,Aster,sp,Aster,NA,"4,6,8",0,0,0,0,0,Annual/Perennial,forb,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,ASTRA,Astragalus sp.,Astragalus,sp,Milkvetch,NA,"1,4,8",0,0,0,0,0,Annual/Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATARE,Atriplex argentea ssp. expansa,Atriplex,argentea,"silverscale, Mohave",Atriplex argentea var. expansa,2,0,0,0,0,0,Annual/Perennial,forb,FAC,FAC,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATARE2,Atriplex argentea var. expansa,Atriplex,argentea,"silverscale, Mohave","herb, stms erect; lvs gray, oft curved toward stem, low opp",2,GW dependent,0,0,0,0,Annual,forb,FAC,FAC,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
-1,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATARM2,Atriplex argentea var. mohavensis,Atriplex,argentea,"silverscale, Mohave",Atriplex argentea var. expansa,2,GW dependent,0,0,0,0,Annual,forb,FAC,FAC,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATCA2,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATCO,Atriplex confertifolia,Atriplex,confertifolia,Shadscale,NA,"1,2,3,4,5,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATCO12,Atriplex covillei,Atriplex,covillei,Arrowscale,herb; succulent leaves; often in desert sink,"2,3,4,5,6,7,8",GW dependent,0,0,0,0,Annual,forb,FACW,FACW,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
-1,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATHE,Atriplex heterosperma,Atriplex,heterosperma,Twoscale,Atriplex micrantha,7,0,0,0,-1,0,Annual,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATHY,Atriplex hymenelytra,Atriplex,hymenelytra,"holly, Desert",NA,2,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATLET2,Atriplex lentiformis ssp. torreyi,Atriplex,lentiformis,"saltbush, Nevada/Torrey's",Atriplex torreyi,"1,2,3,4,5,6,7",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATMI2,Atriplex micrantha,Atriplex,micrantha,Twoscale,"herb; stems erect, striate green; lvs green, triang, lower opp",7,0,0,0,0,0,Annual,forb,n/a,n/a,NA,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATPA3,Atriplex parryi,Atriplex,parryi,"saltbush, Parry's",NA,"1,2,3,4,7,8",GW dependent,0,0,0,0,Perennial,shrub,FACW,FACW,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATPAH,Atriplex patula ssp. hastata,Atriplex,patula,"oracle, Spear",Atriplex prostrata,"1,2,3,4,5",GW dependent,0,0,0,0,Annual,forb,NO,NO,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATPH,Atriplex phyllostegia,Atriplex,phyllostegia,Arrowscale,"Atriplex covillei; succulent leaves, often in desert sink","2,3,4,5,6,7,8",GW dependent,0,0,0,0,Annual,forb,FACW,FACW,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATPO,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATPR,Atriplex prostrata,Atriplex,prostrata,Spearscale,"herb; lvs dark green, w/ pointed lobes at base; wet places","1,2,3,4,5",GW dependent,0,0,0,0,Annual,forb,NO,NO,NA,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATRIP,Atriplex sp.,Atriplex,sp,Saltbush/Scale,NA,"0,7",0,0,0,0,0,Annual/Perennial,shrub,n/a,n/a,2,NA,Herb_Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATRO,Atriplex rosea,Atriplex,rosea,"oracle, Tumbling",NA,"5,7",0,0,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATSE2,Atriplex serenana,Atriplex,serenana,Bractscale,stinky Atriplex!,"2,4,7,8",GW dependent,0,0,-1,0,Annual,weed,FAC,FAC,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATTO,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATTR,Atriplex truncata,Atriplex,truncata,Wedgescale,blue-gray annual usually in meadows,"2,3,4,7,8",GW dependent,0,0,0,0,Annual,forb,FAC,FAC,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Caryophyllales,Chenopodiaceae,ATTR2,Atriplex triangularis,Atriplex,triangularis,Spearscale,Atriplex prostrata,"1,2,4,5,6",GW dependent,0,0,0,0,Annual,forb,NO,NO,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,AVENA,Avena sp.,Avena,sp,Oat,NA,8,0,0,0,-1,0,Annual,weed,n/a,n/a,NA,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Poales,Poaceae,AVFA,Avena fatua,Avena,fatua,"oat, Wild",NA,4,0,-1,0,-1,0,Annual,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,AVSA,Avena sativa,Avena,sativa,"oat, Common",NA,"0,4",0,0,0,-1,0,Annual,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,Marsileales,Salviniales,Azollaceae,AZFI,Azolla filiculoides,Azolla,filiculoides,"fern, Mosquito",NA,"5,7",GW dependent,0,0,0,0,Annual,forb,OBL,NI,3,Native,Herb,Ferns or fern allies,NA,NA,NA,NA
NA,NA,NA,NA,Caryophyllales,Chenopodiaceae,BAAM4,Bassia americana,Bassia,americana,"molly, Green",NA,"1,2,4,7",GW dependent,0,0,0,0,Perennial,shrub,FAC+,FACU,3,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,"added from LA list 2017, USDA code for green molly"
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,BAHY,Bassia hyssopifolia,Bassia,hyssopifolia,"bassia, Fivehook",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,-1,0,Annual,weed,FAC,FACW,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Capparales,Brassicaceae,BAOR,Barbarea orthoceras,Barbarea,orthoceras,"rocket, American yellow",NA,7,GW dependent,0,0,0,0,Biennial/Perennial,forb,FACW,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,BASA3,Balsamorhiza sagittata,Balsamorhiza,sagittata,"balsamroot, Arrowleaf",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,BASA4,Baccharis salicifolia,Baccharis,salicifolia,Mule fat,NA,4,GW dependent,0,0,0,0,Perennial,shrub,FACW-,FACW,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
NA,NA,NA,NA,Caryophyllales,Chenopodiaceae,BASC5,Bassia scoparia,Bassia,scoparia,Burningbush,NA,"4,7",0,0,0,-1,0,Annual,weed,NI*,FACU,3,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,LA list 2017
0,NA,NA,"Araliales, Pittosporales",Apiales,Apiaceae,BEER,Berula erecta,Berula,erecta,"water-parsnip, Cutleaf",NA,"2,3,5,7",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Boraginales,Boraginaceae,BEOC2,Betula occidentalis,Betula,occidentalis,"birch, Water",NA,"1,2,4,7",GW dependent,0,0,0,0,Perennial,shrub,FACW,FACW,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polygonales,Polygonaceae,BIBI5,Bistorta bistortoides,Bistorta,bistortoides,"bistort, American","Stm erect, unbranched; Lvs 15-40cm; Infl oblong, dense",6,GW dependent,0,0,0,0,Perennial,forb,OBL,FAC*,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Asterales,Asteraceae,BICE,Bidens cernua,Bidens,cernua,"bur-marigold, Nodding",NA,7,GW dependent,0,0,0,0,Annual,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,BICEC,Bidens cernua var. cernua,Bidens,cernua,"bur-marigold, Nodding",NA,2,GW dependent,0,0,0,0,Annual,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,BIDEN,Bidens sp.,Bidens,sp,Beggars tick,NA,1,GW dependent,0,0,0,0,Annual,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Asterales,Asteraceae,BIFR,Bidens frondosa,Bidens,frondosa,Sticktight /Beggars tick,NA,"1,2,3,4,6,7",GW dependent,0,0,0,0,Annual,forb,FACW,FACW,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Capparales,Brassicaceae,BOAR4,Boechera arcuata,Boechera,arcuata,"rockcress, Arching",NA,2,0,0,0,0,0,Perennial,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Capparales,Brassicaceae,BOPU3,Boechera pulchra,Boechera,pulchra,"rockcress, Beautiful",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Cyperales,Cyperaceae,BORO5,Bolboschoenus robustus,Bolboschoenus,robustus,"bulrush, Sturdy","2-4 long involucral bracts, spikelets not too dense",7,GW dependent,0,0,0,0,Perennial,grass,OBL,NO,NA,Native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Capparales,Brassicaceae,BOSP7,Boechera sparsiflora,Boechera,sparsiflora,"rockcress, Sicklepod",NA,8,0,0,0,0,0,Perennial,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Poales,Poaceae,BOUTE,Bouteloua sp.,Bouteloua,sp,Grama,NA,1,0,0,0,-1,0,Annual/Perennial,weed,n/a,n/a,NA,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Poales,Poaceae,BRAR4,Bromus arizonicus,Bromus,arizonicus,"brome, Arizona",NA,2,0,0,0,0,0,Annual,grass,n/a,n/a,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,BRCA3,Brickellia californica,Brickellia,californica,"brickellbush, California",NA,1,0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,BRCA5,Bromus carinatus,Bromus,carinatus,"brome, California",NA,7,0,0,0,0,0,Perennial,grass,n/a,n/a,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,BRCA6,Bromus catharticus,Bromus,catharticus,Rescuegrass,NA,"1,2,4,5,6,7",0,0,0,-1,0,Annual,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,BRCO4,Bromus commutatus,Bromus,commutatus,"brome, Hairy",Bromus japonicus,1,0,0,0,-1,0,Annual,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,BRDI3,Bromus diandrus,Bromus,diandrus,"brome, Ripgut",NA,"2,6,7",0,0,0,-1,0,Annual,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,BRHO2,Bromus hordeaceus,Bromus,hordeaceus,"brome, Soft",NA,7,0,0,0,-1,0,Annual,weed,FACU,UPL,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,BRICK,Brickellia sp.,Brickellia,sp,Brickellbush,NA,"1,4",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,BRIN2,Bromus inermis,Bromus,inermis,"brome, Smooth",NA,"2,6",0,0,0,-1,0,Perennial,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,BRJA,Bromus japonicus,Bromus,japonicus,"brome, Hairy",NA,"0,7",0,0,0,-1,0,Annual,weed,FACU,UPL,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,BRLO,Brickellia longifolia,Brickellia,longifolia,"brickellbush, Longleaf",NA,2,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,BRLOM,Brickellia longifolia var. multiflora,Brickellia,longifolia,"brickellbush, Inyo",NA,"2,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Poales,Poaceae,BRMAR,Bromus madritensis ssp. rubens,Bromus,madritensis,"brome, Red",NA,"1,2,3,4,7,8",0,-1,0,-1,0,Annual,weed,NI,NI,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,BRMI,Brickellia microphylla,Brickellia,microphylla,"brickellbush, Sweet",NA,"2,3",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,BRMU2,Brickellia multiflora,Brickellia,multiflora,"brickellbush, Inyo",Brickellia longifolia var. multiflora,"2,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,BROMU,Bromus sp.,Bromus,sp,Brome,NA,"4,8",0,0,0,-1,0,Annual,weed,n/a,n/a,4,NA,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Asparagales,Themidaceae,BRPU,Brodiaea pulchella,Brodiaea,pulchella,Blue dicks,Dichelostemma capitatum,2,0,0,0,0,0,Perennial,forb,n/a,n/a,4,Native,Herb,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,BRRI,Bromus rigidus,Bromus,rigidus,"brome, Ripgut",Bromus diandrus,6,0,0,0,-1,0,Annual,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,BRRU2,Bromus rubens,Bromus,rubens,"brome, Red",Bromus madritensis ssp. rubens,"1,2,3,4,8",0,-1,0,-1,0,Annual,weed,NI,NI,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,BRTE,Bromus tectorum,Bromus,tectorum,"grass, Cheat",NA,"1,2,3,4,6,7,8",0,-1,0,-1,0,Annual,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,BRWI,Bromus willdenowii,Bromus,willdenowii,Rescuegrass,Bromus catharticus,1,0,0,0,-1,0,Annual,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Cyperales,Cyperaceae,CAAB2,Carex abrupta,Carex,abrupta,"sedge, Abruptbeak","ifl compact, ovate to roundish, bracts very small",7,0,0,0,0,0,Perennial,grass,n/a,n/a,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Lamiales,Orobanchaceae,CAAN7,Castilleja angustifolia,Castilleja,angustifolia,"Indian paintbrush, Desert",Castilleja chromosa; plt w/ bristly hairs; lvs usl lobed; dry places,"2,7",0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Cyperales,Cyperaceae,CAAT3,Carex athrostachya,Carex,athrostachya,"sedge, Slenderbeak","compact ifl w/ 2-3 spreading leafy bracts, tufted plants",6,GW dependent,0,0,0,0,Perennial,grass,FACW,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Cyperales,Cyperaceae,CAAU3,Carex aurea,Carex,aurea,"sedge, Golden","2-4 spikes, pistillate terminal, longish leafy bracts",7,GW dependent,0,0,0,0,Perennial,grass,OBL,OBL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
